Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
01/01/2013,Adelaide,14.4,30.8,0,NA,13.9,W,37,SW,WSW,6,22,28,30,1016.4,1015.6,NA,NA,23.7,28.5,No,No
02/01/2013,Adelaide,14.9,32.2,0,15.6,13.5,W,28,W,WSW,6,17,53,33,1017.6,1014.7,NA,NA,21,31.5,No,No
03/01/2013,Adelaide,20.8,40.6,0,9.8,13.8,W,37,NE,W,17,13,14,11,1013.6,1009,NA,NA,29.9,39.2,No,No
04/01/2013,Adelaide,24.3,45,0,11.4,13.2,NW,39,N,NW,17,22,7,5,1004.8,1002.8,NA,NA,37.3,44.3,No,No
05/01/2013,Adelaide,20.4,32.2,0,NA,13.1,SE,41,WNW,S,6,15,37,22,1013.3,1014.9,NA,NA,25.2,31.5,No,No
06/01/2013,Adelaide,18.6,34.8,0,NA,13.3,SE,46,NW,SSE,13,17,34,16,1020.2,1017.8,NA,NA,24.7,33.8,No,No
07/01/2013,Adelaide,21.5,41.2,0,33.6,13.8,ESE,56,SSW,NW,11,7,20,14,1015.6,1011,NA,NA,29.2,38.8,No,No
08/01/2013,Adelaide,20.9,29,0,9.6,12.9,SW,50,SW,SW,9,24,61,32,1009.3,1007.4,NA,NA,23.8,27.8,No,No
09/01/2013,Adelaide,15.5,25.7,0,10.8,13.1,W,43,SSW,SW,20,17,41,28,1010.9,1008.9,NA,NA,18.1,24.2,No,No
10/01/2013,Adelaide,13.6,33.9,0,5.8,13,WSW,33,NE,NNW,9,13,37,15,1009,1004,NA,NA,20.3,31.7,No,No
11/01/2013,Adelaide,20.1,33.6,0,8,12.3,WSW,31,NNW,W,13,17,19,28,1003.6,1005.9,NA,NA,29,30.9,No,No
12/01/2013,Adelaide,18.4,24.2,0,NA,0.2,SSE,35,SE,S,11,19,59,48,1013.8,1014.8,NA,NA,19.5,23.4,No,Yes
13/01/2013,Adelaide,15.8,22.1,1.4,NA,3.2,SSE,35,SSE,SSW,11,11,82,66,1016.9,1018.2,NA,NA,15.8,18.4,Yes,Yes
14/01/2013,Adelaide,12.3,24.9,7.8,15,8.2,ENE,26,SE,SE,9,13,54,36,1021.3,1018.8,NA,NA,15.6,23.1,Yes,No
15/01/2013,Adelaide,12.4,30.4,0,4,13.2,SSW,35,SSW,SW,11,15,44,21,1016.3,1013.6,NA,NA,21.1,29.7,No,No
16/01/2013,Adelaide,15.9,36.9,0,7.8,13,SSE,30,SSW,SW,9,15,40,18,1013.6,1010.8,NA,NA,24.3,34.3,No,No
17/01/2013,Adelaide,20,43.1,0,8.6,13.4,NW,50,N,NW,7,24,29,7,1005.2,1002.1,NA,NA,29.6,42.1,No,No
18/01/2013,Adelaide,21.2,26.8,0,11.6,11.4,WSW,46,WSW,WSW,24,26,71,41,1008.3,1009.9,NA,NA,21.9,25.5,No,No
19/01/2013,Adelaide,16,25.6,0,NA,10.2,S,41,ESE,SE,13,17,48,34,1017.5,1015.9,NA,NA,19.6,23.8,No,No
20/01/2013,Adelaide,15.7,31.3,0,NA,13.1,SW,33,SSE,W,9,17,44,22,1015.9,1012.5,NA,NA,20.8,30.1,No,No
21/01/2013,Adelaide,15.8,30.4,0,23,13.2,W,31,NA,WSW,0,17,48,36,1012.4,1010.2,NA,NA,22,29,No,No
22/01/2013,Adelaide,14.1,29.1,0,7.6,13.1,SW,43,SE,WSW,4,24,59,40,1014.8,1013.5,NA,NA,19.4,27,No,No
23/01/2013,Adelaide,15.5,30.6,0,7,13.2,ESE,35,ESE,SW,9,9,46,21,1017.9,1014,NA,NA,20.5,29.5,No,No
24/01/2013,Adelaide,15.8,38.5,0,7.6,11.9,SW,35,NNW,WSW,6,17,38,13,1011,1006.3,NA,NA,23.9,35.5,No,No
25/01/2013,Adelaide,18.1,24.8,0,10.2,12.3,WSW,48,S,S,24,19,51,27,1014,1015.6,NA,NA,19.6,23.9,No,NA
26/01/2013,Adelaide,13.8,25.1,NA,NA,12.8,WSW,46,S,SW,13,26,53,35,1018.3,1015.9,NA,NA,18.9,23.1,NA,NA
27/01/2013,Adelaide,13.8,26.2,NA,NA,13.1,W,39,W,SW,7,17,59,37,1016.3,1013.7,NA,NA,19.1,23.9,NA,NA
28/01/2013,Adelaide,16.2,23.1,NA,NA,6.4,SSE,48,SW,SSW,11,26,58,61,1013.5,1014.5,NA,NA,20,18.4,NA,No
29/01/2013,Adelaide,13,23.2,0,26.4,9.1,WSW,41,SSW,WSW,11,19,57,31,1018.2,1017.1,NA,NA,16.4,22.8,No,No
30/01/2013,Adelaide,12.7,25.4,0,5.2,11.6,NW,31,N,W,11,19,52,39,1017.8,1015.6,NA,NA,17.6,24.5,No,Yes
31/01/2013,Adelaide,15.2,22.4,2.4,5,4.9,SW,46,SSW,SW,13,24,96,46,1013.5,1014,NA,NA,15.5,19.9,Yes,No
01/03/2013,Adelaide,13.7,26.9,0,6.2,11.7,SSE,48,ESE,SE,20,19,51,28,1022.1,1018.7,NA,NA,16.1,25.9,No,No
02/03/2013,Adelaide,15.5,30.8,0,NA,11.5,ESE,35,E,E,15,17,48,21,1020.4,1017.2,NA,NA,19,29.6,No,No
03/03/2013,Adelaide,16.6,32.5,0,NA,12,NE,33,NE,WSW,11,9,41,29,1017.2,1013.5,NA,NA,23,31,No,No
04/03/2013,Adelaide,23,35,0,20,10.7,ENE,37,NE,NE,15,17,42,25,1014.9,1011.9,NA,NA,26.7,34.5,No,No
05/03/2013,Adelaide,22.8,34.9,0,7.2,7.7,N,28,NE,SW,11,15,39,30,1013.8,1011.5,NA,NA,29.1,32.8,No,No
06/03/2013,Adelaide,23.6,34.1,0,5.6,8.8,N,31,NE,WSW,13,13,48,47,1014.1,1011.9,NA,NA,27.7,30,No,No
07/03/2013,Adelaide,24.6,36.5,0,5.4,4.3,N,43,N,S,7,7,53,29,1014.3,1012.2,NA,NA,27.2,35.5,No,No
08/03/2013,Adelaide,25.9,36.2,0,6,7,N,31,N,W,6,9,45,25,1014.5,1012,NA,NA,28.3,35.4,No,NA
09/03/2013,Adelaide,24.8,33.7,NA,NA,3.7,SW,26,WNW,NNW,9,6,52,38,1013.8,1012.7,NA,NA,26.1,31.3,NA,No
10/03/2013,Adelaide,21.6,34.5,0.4,NA,11.6,WSW,24,NNW,W,6,9,70,37,1015.3,1013.8,NA,NA,24.5,32.8,No,No
11/03/2013,Adelaide,22,38.4,0,NA,11.3,NW,30,NA,WNW,0,13,63,23,1014.1,1012.1,NA,NA,26.3,37.7,No,No
12/03/2013,Adelaide,26.1,38.2,0,24,11.3,WSW,50,NNE,NW,13,30,25,18,1011.6,1008,NA,NA,31.6,37.2,No,No
13/03/2013,Adelaide,19.1,23.7,0,10.2,9.4,WSW,48,S,SW,22,22,52,38,1014.2,1014.9,NA,NA,19.8,22.7,No,No
14/03/2013,Adelaide,17.1,24.6,0,6.2,9.2,WSW,43,S,WSW,13,20,47,43,1018.4,1017.1,NA,NA,18.7,22.6,No,No
15/03/2013,Adelaide,13.8,25.6,0,4.6,10.7,W,30,NE,WSW,9,11,68,40,1019.7,1017.8,NA,NA,18.4,24.8,No,NA
16/03/2013,Adelaide,17.4,23.8,NA,NA,9.7,SSE,46,S,S,9,19,63,57,1019.9,1020.5,NA,NA,19.1,20.7,NA,No
17/03/2013,Adelaide,13.3,21.9,0.2,NA,NA,SE,48,ESE,SSE,17,22,49,26,1027.6,1025.3,NA,NA,14.6,21.4,No,No
18/03/2013,Adelaide,13.2,22.6,0,15.4,11,SE,44,E,WSW,15,15,47,34,1025,1022.2,NA,NA,15.2,21.7,No,No
19/03/2013,Adelaide,14.8,28.9,0,4.6,11,ENE,33,ENE,NNE,17,13,44,19,1021.7,1018.8,NA,NA,19.3,26.9,No,No
20/03/2013,Adelaide,18.5,32.9,0,6.2,8.8,N,52,NE,NNW,13,13,18,9,1016.2,1010.9,NA,NA,23.4,31.1,No,No
21/03/2013,Adelaide,19,22.1,0.2,6.8,4.2,WSW,63,W,W,26,33,47,56,1007.1,1009.1,NA,NA,19,20.3,No,Yes
22/03/2013,Adelaide,16.4,19.8,1.2,4.6,1.7,WNW,46,SW,NNW,13,19,64,59,1015.2,1015,NA,NA,16.6,19,Yes,Yes
23/03/2013,Adelaide,14.6,25.1,2,NA,8.7,WNW,35,NNE,WNW,7,22,86,47,1018.5,1016.4,NA,NA,15.3,23.6,Yes,No
24/03/2013,Adelaide,15.3,26.2,0,NA,8.6,WNW,43,N,WNW,9,20,78,47,1016.7,1016.6,NA,NA,17.5,25,No,No
25/03/2013,Adelaide,15.7,25,0,8.4,1.9,N,24,N,NW,6,11,79,51,1019.2,1017.3,NA,NA,17.1,22.7,No,No
26/03/2013,Adelaide,15.6,35.9,0,2.2,10.3,NW,48,NNE,NNW,11,24,47,13,1012.4,1007.7,NA,NA,23.6,35,No,No
27/03/2013,Adelaide,23.6,26.7,0,9,0.2,NNW,44,WNW,SW,17,19,45,76,1007.6,1009.4,NA,NA,26.7,21.2,No,Yes
28/03/2013,Adelaide,15.3,21.6,1.4,2.6,8.6,W,44,SSW,WSW,9,15,87,45,1020.6,1022.2,NA,NA,15.4,20.6,Yes,No
29/03/2013,Adelaide,11.1,21.6,0.2,NA,1.7,WSW,24,NA,WSW,0,9,70,48,1024.6,1021.6,NA,NA,14.5,20.6,No,NA
30/03/2013,Adelaide,13.9,20.5,NA,NA,NA,W,31,NA,NNW,0,15,82,54,1018,1015.5,NA,NA,15.2,19.9,NA,Yes
31/03/2013,Adelaide,13,21,14,NA,6,W,31,NNE,SW,6,17,89,70,1017.9,1018.1,NA,NA,15.2,19.6,Yes,Yes
01/04/2013,Adelaide,15.2,21.7,2,NA,1.3,W,35,S,WSW,6,15,75,56,1021.6,1020.6,NA,NA,16.5,19.9,Yes,No
02/04/2013,Adelaide,15.8,22.1,0.4,10.8,2.7,W,31,S,SW,7,15,77,66,1022.1,1021.2,NA,NA,17.1,20.8,No,No
03/04/2013,Adelaide,14.4,22,0.6,2.4,10,SE,39,E,ENE,9,19,61,33,1026.8,1024.4,NA,NA,15.1,20.8,No,No
04/04/2013,Adelaide,13.3,23.1,0,4.8,11,ESE,39,ENE,WSW,19,11,51,37,1027.3,1025.4,NA,NA,14.7,22.1,No,No
05/04/2013,Adelaide,10.3,26.9,0,3.6,10.9,SW,24,NA,WSW,0,13,68,26,1026,1022.6,NA,NA,14.3,25.8,No,No
06/04/2013,Adelaide,11.2,30.3,0,NA,10.9,SW,28,ENE,WSW,7,17,56,20,1021.8,1018.3,NA,NA,15.5,29,No,No
07/04/2013,Adelaide,14.1,29.4,0,NA,9.8,SE,30,NA,SSE,0,19,34,29,1021.8,1019.8,NA,NA,22.3,27.3,No,No
08/04/2013,Adelaide,12.8,27,0,14,10.2,ESE,28,SE,S,13,15,53,31,1025.4,1022.6,NA,NA,19.1,26.5,No,No
09/04/2013,Adelaide,12,26.7,0,3.2,10.7,W,30,NW,WSW,4,13,60,43,1025.7,1022,NA,NA,20,25.8,No,No
10/04/2013,Adelaide,10.6,27.6,0,4,10.8,W,24,NA,SW,0,17,41,26,1023.3,1020.5,NA,NA,20.2,26.3,No,No
11/04/2013,Adelaide,14.4,30.2,0,4.2,10.4,SE,35,ESE,SW,11,7,32,16,1023.3,1020.5,NA,NA,24.2,30.1,No,No
12/04/2013,Adelaide,19,32.1,0,5,8,NE,30,NNE,WNW,11,9,28,15,1020.7,1016.8,NA,NA,25.6,31.2,No,No
13/04/2013,Adelaide,19.8,27.8,0,NA,2.2,NNE,31,NE,NW,9,9,35,26,1014.8,1011.8,NA,NA,23.6,26.3,No,No
14/04/2013,Adelaide,15.2,23.3,0,NA,8.4,WSW,35,WNW,WSW,7,17,67,45,1013.1,1011.5,NA,NA,20.1,22.5,No,No
15/04/2013,Adelaide,15.3,23.1,0,11,6.2,W,35,SSE,SSE,11,13,64,50,1015.5,1014.1,NA,NA,18,19.7,No,No
16/04/2013,Adelaide,10.6,21.8,0,3.4,8.4,WSW,35,E,WSW,13,17,44,41,1019.2,1016.3,NA,NA,17.5,20.3,No,No
17/04/2013,Adelaide,11.1,22.6,0,3,10.6,ESE,35,ESE,WSW,2,22,43,39,1018.7,1016.2,NA,NA,17.7,22,No,No
18/04/2013,Adelaide,13.3,22.3,0,3.4,7.9,SSE,33,ENE,ESE,11,11,61,38,1022,1020.7,NA,NA,17.3,22,No,No
19/04/2013,Adelaide,11.6,20.4,0,4,8.5,E,46,ENE,ESE,20,13,45,20,1026.7,1022.7,NA,NA,13.5,19.8,No,NA
20/04/2013,Adelaide,9.1,21.8,NA,NA,9.7,NNE,33,NE,ENE,17,9,38,22,1021.3,1015.9,NA,NA,14.4,20.4,NA,Yes
21/04/2013,Adelaide,10.9,17.4,7.8,NA,1.3,W,50,N,NNW,17,20,94,96,1008.7,1003.4,NA,NA,11.2,15.1,Yes,Yes
22/04/2013,Adelaide,10.8,21,13.4,8.4,6.1,WNW,52,NNE,NW,9,28,81,61,1010.9,1010.1,NA,NA,15.2,20.2,Yes,Yes
23/04/2013,Adelaide,11.9,18.3,5.4,1.6,0.1,WSW,26,NA,SW,0,11,70,44,1019.3,1018.8,NA,NA,15.2,18.1,Yes,No
24/04/2013,Adelaide,11.8,20.9,0,1.2,6.5,WNW,33,N,WSW,11,19,76,65,1022.3,1021,NA,NA,15.4,19.4,No,Yes
25/04/2013,Adelaide,13.2,21.9,1.6,NA,7.4,WNW,37,NNW,WNW,9,20,88,58,1024.9,1023.3,NA,NA,16.1,21.4,Yes,No
26/04/2013,Adelaide,12.9,23.5,0,2.6,8.1,WNW,24,N,N,11,9,89,41,1026.2,1022.7,NA,NA,16.1,23,No,NA
27/04/2013,Adelaide,14.5,27,NA,NA,5.5,N,48,N,N,19,20,33,26,1017.7,1013.3,NA,NA,20.1,24.6,NA,NA
28/04/2013,Adelaide,16.6,21.8,NA,NA,8.1,W,24,S,WSW,6,13,72,56,1018.2,1017.6,NA,NA,18.5,21.5,NA,Yes
29/04/2013,Adelaide,15,18.8,2,8.6,0.8,ENE,31,NA,NNW,0,9,90,63,1024.6,1024.2,NA,NA,15.9,18.5,Yes,No
30/04/2013,Adelaide,13.3,20.3,0,1.2,3.9,N,28,SSE,WSW,6,11,70,69,1024.4,1022.2,NA,NA,17,19,No,No
01/05/2013,Adelaide,8.4,20.4,0,1.2,8,SSE,35,SSW,SSE,6,15,75,40,1026,1024,NA,NA,13.8,19.7,No,No
02/05/2013,Adelaide,8.8,21.2,0,2.8,9.9,NE,35,NE,N,22,19,45,22,1026.4,1021.9,NA,NA,14.1,20.8,No,No
03/05/2013,Adelaide,14.1,25.5,0,4.4,3.6,N,35,NNE,NW,13,17,25,24,1018.8,1016.7,NA,NA,20.5,24.3,No,No
04/05/2013,Adelaide,14.8,19.5,0.2,NA,6.8,E,31,SE,E,9,11,64,30,1025.1,1023.5,NA,NA,15.8,18.4,No,NA
05/05/2013,Adelaide,12.3,20.2,NA,NA,4.8,E,39,ENE,ENE,19,19,40,32,1024.7,1021,NA,NA,14.3,19.2,NA,No
06/05/2013,Adelaide,13.7,21.6,0.2,10,1.7,NE,30,SSE,N,4,13,56,38,1022.4,1017.9,NA,NA,15.1,20.7,No,No
07/05/2013,Adelaide,10.8,27.3,0.4,1.4,9.9,NE,24,NE,NNW,9,7,44,30,1021,1018.8,NA,NA,20.5,26.6,No,No
08/05/2013,Adelaide,16.3,31.1,0,2.8,9.7,NE,28,NE,WNW,9,9,22,16,1023,1020.1,NA,NA,24.5,30.2,No,No
09/05/2013,Adelaide,19.6,29.8,0,4.2,6.8,N,48,NNE,N,19,15,35,24,1023.3,1021.4,NA,NA,25,28.9,No,No
10/05/2013,Adelaide,20.9,28.9,0,5.8,8.4,NE,39,NNE,NNE,13,22,32,24,1024.6,1021.2,NA,NA,22.7,27.1,No,NA
11/05/2013,Adelaide,20.6,25.2,NA,NA,NA,NNE,37,NNE,NNW,15,17,29,28,1021.1,1017.2,NA,NA,22.9,24.7,NA,Yes
12/05/2013,Adelaide,15.4,20.2,8.6,NA,5.6,W,52,NNW,NW,7,24,91,50,1018.1,1015.7,NA,NA,16.8,18.4,Yes,Yes
13/05/2013,Adelaide,8.5,15.8,5.4,10.2,6.6,SW,43,S,WSW,7,15,91,56,1019.7,1018.3,NA,NA,10.4,14.9,Yes,Yes
14/05/2013,Adelaide,10.4,16.1,16.2,0.6,5.5,WNW,37,ESE,WSW,7,17,94,65,1015.3,1014,NA,NA,12.3,15.3,Yes,Yes
15/05/2013,Adelaide,12.3,18.2,4.6,0.8,5.3,SW,39,SW,SW,11,17,83,66,1013.9,1012.1,NA,NA,14.6,16.5,Yes,Yes
16/05/2013,Adelaide,10.7,17.5,7,1.4,7.1,SW,35,NE,SW,6,19,88,54,1016.3,1015.9,NA,NA,13.1,16.9,Yes,No
17/05/2013,Adelaide,7.8,17.3,0,1.8,7.1,S,28,NNE,SW,7,4,88,64,1021.4,1019.2,NA,NA,12.7,15.3,No,No
18/05/2013,Adelaide,7,17.5,0.2,NA,4.7,N,17,NNE,N,6,4,75,55,1021.6,1019,NA,NA,12.3,16.6,No,NA
19/05/2013,Adelaide,8,19.7,NA,NA,2.3,N,26,NE,NNW,11,11,65,45,1019.5,1016.1,NA,NA,14.2,19.6,NA,No
20/05/2013,Adelaide,13.9,21.8,0,2.8,6.7,N,26,NNE,W,11,13,56,34,1018.1,1015.1,NA,NA,15.6,21.2,No,No
21/05/2013,Adelaide,13.5,19.5,0,2,2.1,N,37,NE,NNW,11,13,52,54,1014.4,1011.2,NA,NA,17.1,18.4,No,Yes
22/05/2013,Adelaide,11.8,15.2,6.4,1.8,0.4,ESE,30,ENE,W,11,17,73,81,1008.1,1008.5,NA,NA,13.6,14.2,Yes,Yes
23/05/2013,Adelaide,8.6,18.7,2.4,1.2,9.8,S,35,SSW,S,9,15,72,43,1021.9,1021.1,NA,NA,13.9,17.6,Yes,No
24/05/2013,Adelaide,6.7,16.2,0,2.4,2.4,SW,35,NA,WSW,0,11,80,71,1028.4,1027.4,NA,NA,12,16.1,No,NA
25/05/2013,Adelaide,12,17.5,NA,NA,NA,SW,20,NNW,WSW,2,11,73,63,1030.5,1029.1,NA,NA,13.9,16.8,NA,No
26/05/2013,Adelaide,11.5,18.5,0.6,NA,6,SE,24,NNW,SSW,7,13,95,62,1032.3,1028.8,NA,NA,12.2,18,No,No
27/05/2013,Adelaide,11.3,18,0,2.6,5.2,NE,31,NE,N,11,6,56,52,1029.8,1026.6,NA,NA,14.3,16.7,No,No
28/05/2013,Adelaide,9.7,18.6,0,1.6,8.9,N,28,NE,N,11,15,57,38,1026.3,1022.5,NA,NA,14,17.8,No,No
29/05/2013,Adelaide,10.7,22.1,0,1.8,4.6,N,33,NNE,NNW,11,17,50,35,1021.9,1018.8,NA,NA,16,21.9,No,No
30/05/2013,Adelaide,14.2,23.3,0,1.8,5.3,NE,35,NE,N,15,15,57,44,1018.7,1015.8,NA,NA,18.4,22.9,No,Yes
31/05/2013,Adelaide,15.6,17.3,2.6,2.8,0,ENE,31,NE,NE,15,13,83,94,1018.5,1016.9,NA,NA,17.1,16,Yes,Yes
01/06/2013,Adelaide,14.6,16,38.8,0.4,0,SSE,43,NNW,S,20,13,96,86,1011,1010.6,NA,NA,14.9,15.1,Yes,Yes
02/06/2013,Adelaide,10.8,16.5,6.8,NA,2.4,S,39,W,SSE,4,13,78,58,1024.4,1025.1,NA,NA,13,15.9,Yes,No
03/06/2013,Adelaide,8.5,17.1,0,5,5.7,SW,20,SSW,WNW,7,13,82,73,1029.3,1027.7,NA,NA,14.2,16.4,No,No
04/06/2013,Adelaide,10.9,16.2,0,0.8,0.1,N,22,NE,N,6,11,77,60,1027.4,1024.1,NA,NA,13.7,15.6,No,No
05/06/2013,Adelaide,11,15.1,0,1,0.5,N,31,ENE,NNW,9,13,66,68,1020.5,1016.7,NA,NA,12.5,13.7,No,No
06/06/2013,Adelaide,12.1,18.4,0,1,3.4,N,44,N,NNW,13,24,84,66,1017,1015.3,NA,NA,13.2,16.9,No,Yes
07/06/2013,Adelaide,10.4,16.1,4,1,6.3,NW,33,S,SW,7,11,75,51,1024.9,1025.5,NA,NA,13.4,15.7,Yes,No
08/06/2013,Adelaide,7.2,18.1,0,NA,3.8,NNW,26,NE,NW,7,13,77,50,1029.8,1026,NA,NA,11.3,17.8,No,No
09/06/2013,Adelaide,10.7,17.8,0,NA,3.8,N,28,NA,NNW,0,13,75,46,1024.3,1019.8,NA,NA,12.5,17.6,No,No
10/06/2013,Adelaide,11.1,20,0,NA,7.1,NW,35,N,NNW,13,17,64,59,1018.3,1016.2,NA,NA,14.8,19.5,No,No
11/06/2013,Adelaide,10.7,16.1,0,6,0,N,31,ENE,SSE,11,7,72,74,1013.8,1010.1,NA,NA,14.6,15.3,No,Yes
12/06/2013,Adelaide,12.3,16,7.2,0.4,1.7,S,48,SSE,S,20,20,81,64,1009.8,1011.4,NA,NA,13.1,14.9,Yes,No
13/06/2013,Adelaide,10.6,15.3,1,1.8,2.3,SSE,33,SSW,SSE,11,13,86,73,1015.9,1015.1,NA,NA,12.9,15.1,No,Yes
14/06/2013,Adelaide,8.1,15.5,2.6,0.6,9.2,SSW,35,WSW,SSE,9,19,85,69,1020.7,1020.6,NA,NA,11.5,13.3,Yes,NA
15/06/2013,Adelaide,6.3,15,NA,NA,NA,W,20,NA,SW,0,15,83,72,1025.4,1023,NA,NA,10.7,14.3,NA,NA
16/06/2013,Adelaide,5.5,15.3,NA,NA,NA,SSE,22,NA,SSE,0,11,87,40,1023.8,1020.1,NA,NA,9.5,14.9,NA,No
17/06/2013,Adelaide,6.2,15.2,0.4,3,8,WSW,22,NE,W,6,13,84,57,1019.4,1016.8,NA,NA,9.6,15,No,No
18/06/2013,Adelaide,4.7,15.8,0,1,8.9,WNW,19,NNW,SW,7,11,88,62,1021.3,1020.4,NA,NA,7.8,14.6,No,No
19/06/2013,Adelaide,3.6,17,0,1,8,NNE,22,NA,W,0,2,86,45,1026.2,1024,NA,NA,8.8,16.2,No,No
20/06/2013,Adelaide,4.1,16.2,0,1,7.1,NNW,30,NA,NNW,0,13,78,52,1023.3,1018.9,NA,NA,8.5,15.4,No,Yes
21/06/2013,Adelaide,8.5,14.4,1.6,1.4,2.2,NNW,44,NNE,NNW,11,15,92,68,1014.7,1013.3,NA,NA,9.8,13.2,Yes,Yes
22/06/2013,Adelaide,9.7,13.7,12.8,NA,1.8,ENE,48,NE,ENE,17,22,88,63,1015.6,1015.3,NA,NA,10.1,13.5,Yes,Yes
23/06/2013,Adelaide,10,15,1.2,NA,4.2,ENE,59,ENE,ENE,17,22,62,55,1022.7,1021.3,NA,NA,12.6,14.3,Yes,No
24/06/2013,Adelaide,10.3,17.2,0,4.4,7.7,ENE,31,NNE,NE,13,13,55,47,1024.7,1023.1,NA,NA,12.8,16.3,No,No
25/06/2013,Adelaide,7.2,18.1,0,1.4,8,N,30,NE,NNW,4,15,73,44,1025.4,1022.3,NA,NA,10.8,17.2,No,No
26/06/2013,Adelaide,5.3,18,0,1.4,8.9,N,31,NE,NNW,11,13,48,44,1022.3,1019.6,NA,NA,12.7,17.8,No,No
27/06/2013,Adelaide,7.5,17.5,0,1.2,9,N,24,NE,NNW,11,13,60,56,1021.3,1020,NA,NA,12.5,16.8,No,No
28/06/2013,Adelaide,7.4,16.7,0,1,7.7,W,24,NA,WSW,0,13,87,58,1025.2,1024.5,NA,NA,12.3,15.8,No,No
29/06/2013,Adelaide,4.1,16.3,0,NA,8,W,26,NA,W,0,17,85,63,1031.2,1030.4,NA,NA,8.5,15.7,No,No
30/06/2013,Adelaide,8.5,17.8,0,2.4,3.1,WSW,31,NE,WSW,6,17,99,63,1032,1029.4,NA,NA,11.8,17.2,No,No
01/07/2013,Adelaide,11.8,18.4,0,0.6,7,WNW,48,WNW,W,15,24,83,65,1028.7,1026.4,NA,NA,15.1,17.6,No,No
02/07/2013,Adelaide,9.9,17.4,0,2,7.1,NW,35,N,NW,11,19,90,63,1027.4,1025,NA,NA,10.5,17.1,No,No
03/07/2013,Adelaide,7.7,17.6,0,1.2,9.1,NW,44,N,NNW,15,22,80,39,1022.4,1017.1,NA,NA,12.7,17.1,No,No
04/07/2013,Adelaide,11.4,15,0,2.8,0.8,WSW,59,N,NNW,20,26,58,82,1008.8,1005.2,NA,NA,12.5,12.3,No,Yes
05/07/2013,Adelaide,7.9,14.9,8.6,1.2,6.6,W,59,W,NW,19,17,68,63,1016.2,1016.4,NA,NA,10.9,14,Yes,Yes
06/07/2013,Adelaide,8.9,15.3,2.6,NA,1.9,NNW,39,N,ENE,15,7,92,94,1021.2,1020.9,NA,NA,9.7,10.5,Yes,Yes
07/07/2013,Adelaide,8.4,14,24,NA,2.7,W,26,NNE,WNW,7,13,95,79,1026.8,1026.9,NA,NA,9.3,12.7,Yes,No
08/07/2013,Adelaide,4.6,15.2,0.8,2.4,9,SW,22,NA,WSW,0,11,90,50,1034.5,1033.4,NA,NA,8.4,14.7,No,No
09/07/2013,Adelaide,4.1,15.7,0,1,6.2,N,30,NNE,N,7,17,79,41,1034.4,1030.4,NA,NA,8.5,15,No,No
10/07/2013,Adelaide,4.8,16.1,0,1.8,9.3,N,24,NE,NNE,11,9,60,43,1029.5,1027.2,NA,NA,10.6,15.7,No,No
11/07/2013,Adelaide,7.9,19.3,0,1.2,6.5,N,22,NNE,N,6,11,71,35,1029.1,1026,NA,NA,8.6,18.3,No,No
12/07/2013,Adelaide,8.6,16.4,0,0.6,0,NE,31,NNE,ENE,2,9,67,88,1025.6,1022.2,NA,NA,14.3,15.5,No,Yes
13/07/2013,Adelaide,13.8,18.9,19,NA,0.3,NNW,37,NNE,N,15,15,76,75,1017,1015.3,NA,NA,16,17.3,Yes,Yes
14/07/2013,Adelaide,13.7,18.1,1.6,NA,4.1,WNW,43,N,NW,15,19,89,72,1015,1014.7,NA,NA,14.4,16.5,Yes,Yes
15/07/2013,Adelaide,12.6,16.8,3.8,2.4,2.9,W,30,SW,SW,9,15,94,88,1021.3,1020.9,NA,NA,13.8,14.6,Yes,Yes
16/07/2013,Adelaide,11.9,17.3,1.6,0.8,4.9,N,28,NNW,N,9,19,92,62,1023.4,1019.2,NA,NA,12.5,16.5,Yes,No
17/07/2013,Adelaide,10.3,19.7,0,1.2,5,NNE,57,NNE,NE,15,22,60,48,1013.5,1007.2,NA,NA,15.1,19.3,No,Yes
18/07/2013,Adelaide,11.3,15.4,14.2,2.2,1.2,NNW,76,NNE,N,22,35,63,66,1001.4,999.9,NA,NA,13.6,15.2,Yes,Yes
19/07/2013,Adelaide,12.1,13.9,2,1.4,1.6,WNW,61,WNW,WSW,17,24,81,63,1008.6,1009.8,NA,NA,12.8,13.7,Yes,Yes
20/07/2013,Adelaide,5.7,11.9,11.6,NA,NA,SW,65,SSE,SW,22,20,67,70,1012.5,1012.7,NA,NA,8.3,8.7,Yes,Yes
21/07/2013,Adelaide,5.9,12.7,7.4,NA,NA,NW,44,NE,NW,9,24,89,60,1014.1,1012,NA,NA,8,11.6,Yes,Yes
22/07/2013,Adelaide,7.9,12.9,13,4.4,0.8,SW,48,WSW,SSW,15,11,85,89,1018,1020.7,NA,NA,10.8,11.1,Yes,Yes
23/07/2013,Adelaide,4.7,15.1,6,0.4,6,W,24,NA,SSE,0,13,93,66,1030.9,1031,NA,NA,8.3,14,Yes,No
24/07/2013,Adelaide,6.2,15.3,0.2,0.8,9.1,W,26,NNE,WNW,6,13,70,57,1034.5,1031.2,NA,NA,10.8,13.9,No,No
